iter	Logloss
308	0.2507346531
309	0.2504193288
310	0.2497770201
311	0.2492722565
312	0.2490649853
313	0.2484792313
314	0.2478713809
315	0.2476621664
316	0.2472987985
317	0.2469728758
318	0.2465172174
319	0.245903519
320	0.245487699
321	0.2452778546
322	0.2445767061
323	0.2442937707
324	0.2437508421
325	0.2435056938
326	0.2429263097
327	0.2426774187
328	0.2421175399
329	0.2417258497
330	0.2411131589
331	0.2407537856
332	0.2402804033
333	0.2399338596
334	0.2394117859
335	0.2390110268
336	0.238632526
337	0.2382178756
338	0.237815659
339	0.2373246067
340	0.2367917547
341	0.2364719319
342	0.2360537187
343	0.2355919604
344	0.2352770679
345	0.2347660065
346	0.2344592652
347	0.2341005037
348	0.2338733133
349	0.2336029557
350	0.2329655773
351	0.2322371861
352	0.2318650012
353	0.231385159
354	0.2309334773
355	0.2303886594
356	0.2297384154
357	0.2292172054
358	0.2287090409
359	0.2281857437
360	0.2277139268
361	0.227385287
362	0.2270556576
363	0.2266360949
364	0.2259852751
365	0.2255894643
366	0.2250674086
367	0.2244409885
368	0.2241577112
369	0.223701549
370	0.2232980548
371	0.2227833586
372	0.2224660909
373	0.2220718456
374	0.2216485221
375	0.2210882295
376	0.2205026015
377	0.2202935129
378	0.2197788886
379	0.2193592899
380	0.2189899301
381	0.2188156956
382	0.218436583
383	0.218012108
384	0.2176245024
385	0.2171487448
386	0.216788022
387	0.2165739671
388	0.2163539383
389	0.2160659646
390	0.2156088127
391	0.2153016576
392	0.2149874489
393	0.2147774786
394	0.2142999757
395	0.2139802609
396	0.2136557597
397	0.213356072
398	0.2131637357
399	0.212878821
400	0.2127027152
401	0.2124649624
402	0.2120429345
403	0.2117970665
404	0.2114175401
405	0.2111389232
406	0.2109359165
407	0.2106683839
408	0.2104757237
409	0.210308003
410	0.2100011358
411	0.2098667757
412	0.2096819608
413	0.2094592328
414	0.2089879918
415	0.2085736293
416	0.208225934
417	0.2077681883
418	0.2074280505
419	0.2071516649
420	0.20696694
421	0.206630167
422	0.2064111098
423	0.2058854733
424	0.2055177149
425	0.2052564081
426	0.2049399322
427	0.2046940642
428	0.204325496
429	0.2039348314
430	0.2034527401
431	0.2029884986
432	0.2027820551
433	0.2024266225
434	0.2022066476
435	0.2019555794
436	0.2016104212
437	0.2012740801
438	0.200943353
439	0.2007698203
440	0.2003875049
441	0.2002148898
442	0.1999238032
443	0.199757486
444	0.1995234399
445	0.1990089776
446	0.1988076624
447	0.1986088303
448	0.1982512924
449	0.1979267012
450	0.1974733821
451	0.1970389924
452	0.1965636307
453	0.1962526969
454	0.1961253904
455	0.1957717572
456	0.1954311875
457	0.195157321
458	0.1949644808
459	0.1946219858
460	0.1942468859
461	0.193877706
462	0.1935488143
463	0.1930471456
464	0.1928492132
465	0.1924367761
466	0.1921622618
467	0.1919268482
468	0.1914507668
469	0.191104745
470	0.1906795142
471	0.1903592416
472	0.1900808586
473	0.1898314818
474	0.1896174269
475	0.1894314064
476	0.1892961106
477	0.1890236117
478	0.1885111107
479	0.1883689592
480	0.1880812555
481	0.1878254189
482	0.1875226723
483	0.1872349505
484	0.186820732
485	0.1865652192
486	0.1863852807
487	0.1860368837
488	0.1857350907
489	0.1854726863
490	0.1852986138
491	0.1850855845
492	0.1847476779
493	0.184568855
494	0.1841991712
495	0.1837335802
496	0.1833140895
497	0.1831323516
498	0.1830400251
499	0.1828356509
500	0.1824717252
501	0.1822022492
502	0.1820101288
503	0.1817192222
504	0.1814844563
505	0.1812330642
506	0.1810413217
507	0.180849975
508	0.1806669415
509	0.1804001466
510	0.1800780026
511	0.1796660153
512	0.1795432433
513	0.1794146412
514	0.1791815128
515	0.1789384518
516	0.178832396
517	0.178665593
518	0.1785548948
519	0.17842246
520	0.178109043
521	0.1777670878
522	0.1776072124
523	0.1773132468
524	0.1771614866
525	0.1768124239
526	0.1766730614
527	0.1765387733
528	0.1763809132
529	0.1761313924
530	0.1759448141
531	0.1755543295
532	0.1753539679
533	0.1750324537
534	0.1747470172
535	0.1742476697
536	0.174001028
537	0.1737512912
538	0.1736069805
539	0.1732756777
540	0.172990529
541	0.1727392629
542	0.1725203676
543	0.1723298487
544	0.1719118154
545	0.171725723
546	0.171456265
547	0.1712054127
548	0.1708024763
549	0.1706524615
550	0.1704337282
551	0.1702723773
552	0.1700351643
553	0.1698343529
554	0.1695532529
555	0.1692931337
556	0.1691233437
557	0.1689679308
558	0.1688499451
559	0.1685351786
560	0.1683089238
561	0.1681789722
562	0.168091828
563	0.1677753161
564	0.1675200192
565	0.1672891041
566	0.1670250443
567	0.1668056092
568	0.1665745321
569	0.1663096986
570	0.1660023455
571	0.1659206534
572	0.1656182847
573	0.1653412513
574	0.1649831376
575	0.1646914752
576	0.1643630694
577	0.1642055511
578	0.1640084465
579	0.1637803564
580	0.1635582402
581	0.1633252198
582	0.1631865591
583	0.162929211
584	0.1626905585
585	0.1625699817
586	0.1623634662
587	0.1620142955
588	0.1617665021
589	0.1614846823
590	0.1613022426
591	0.1610366174
592	0.1608395846
593	0.1606505592
594	0.1605011922
595	0.1603462651
596	0.160235171
597	0.1601087462
598	0.1598502105
599	0.1595431994
600	0.159295496
601	0.1591583828
602	0.1589400813
603	0.1587777408
604	0.1586678163
605	0.1584279402
606	0.1581524903
607	0.1579173826
608	0.1577029138
609	0.1574158938
610	0.1572275881
611	0.1571588336
612	0.1570755221
613	0.1568428615
614	0.1566939084
615	0.1563690473
616	0.1561057613
617	0.1559408656
618	0.1557263428
619	0.1554853511
620	0.1553274551
621	0.155233977
622	0.1549664263
623	0.1547548546
624	0.1545480152
625	0.1541454207
626	0.1538569612
627	0.1536166893
628	0.1535279976
629	0.1534148162
630	0.1532665828
631	0.1531617866
632	0.1529694503
633	0.1528141993
634	0.1526403967
635	0.1524380738
636	0.1520632078
637	0.1517959451
638	0.1516089889
639	0.1513262155
640	0.1511065285
641	0.1509426675
642	0.1507934534
643	0.1505706175
644	0.1504935319
645	0.1503542234
646	0.1500540859
647	0.1497923293
648	0.1495612792
649	0.1493048938
650	0.1489134375
651	0.1486515009
652	0.1485710684
653	0.1482243178
654	0.1480028404
655	0.1477532477
656	0.147737665
657	0.1475416309
658	0.1472314799
659	0.1471672598
660	0.1469787202
661	0.1468104416
662	0.1467673824
663	0.1465350907
664	0.1463118319
665	0.1461156449
666	0.1459394581
667	0.1457220114
668	0.1455757753
669	0.1454905744
670	0.1450605392
671	0.1448276088
672	0.1446519168
673	0.144487399
674	0.1443600115
675	0.1442103116
676	0.1440089424
677	0.1439043801
678	0.1436535277
679	0.1434295942
680	0.1432046171
681	0.1429776246
682	0.1427649912
683	0.1426466456
684	0.1424515382
685	0.1422600476
686	0.1419527306
687	0.1417327917
688	0.1415291552
689	0.1413964595
690	0.1412594633
691	0.1411225481
692	0.1409640222
693	0.1407428957
694	0.1406623732
695	0.1404050791
696	0.1403256362
697	0.140197394
698	0.1399385164
699	0.1397421675
700	0.1395508208
701	0.1392497117
702	0.1390969438
703	0.1390093498
704	0.1388776077
705	0.1385734846
706	0.1384866732
707	0.1383021193
708	0.1381436384
709	0.1380045729
710	0.1379299254
711	0.1377310393
712	0.1375167415
713	0.137219519
714	0.1370896393
715	0.1368782655
716	0.1367328032
717	0.1366497796
718	0.136446323
719	0.136285332
720	0.1362143912
721	0.1359728867
722	0.135889971
723	0.1357103384
724	0.1355926406
725	0.1353288417
726	0.13514346
727	0.1349245467
728	0.1348198405
729	0.1347401637
730	0.1344718663
731	0.1342814463
732	0.1340650882
733	0.1338207317
734	0.1336369604
735	0.1335185069
736	0.1333885193
737	0.1330607432
738	0.1327930396
739	0.1327157111
740	0.1326269744
741	0.1324526769
742	0.1322768049
743	0.1320409595
744	0.1319166219
745	0.1317116899
746	0.131474279
747	0.1313831761
748	0.131219558
749	0.1310666642
750	0.1309039278
751	0.130701245
752	0.130604744
753	0.1302481867
754	0.1301492835
755	0.1299785038
756	0.1298454393
757	0.1297134903
758	0.129614992
759	0.1294284317
760	0.129269276
761	0.1290094358
762	0.1287208863
763	0.1285771424
764	0.1285327605
765	0.1282245438
766	0.1280944392
767	0.1279268805
768	0.1277997989
769	0.1277069146
770	0.1275459865
771	0.1274239522
772	0.1271415926
773	0.1270279974
774	0.1268837947
775	0.1267938434
776	0.1265630542
777	0.126426175
778	0.1263449327
779	0.1261791553
780	0.1260365
781	0.1259827524
782	0.1258340692
783	0.1256320162
784	0.1254124551
785	0.1252766015
786	0.1250851379
787	0.1249368596
788	0.1246804021
789	0.1245554618
790	0.1244426403
791	0.1241824312
792	0.1240840588
793	0.1239548449
794	0.1237073394
795	0.1234724207
796	0.1233070571
797	0.1231750812
798	0.1230171042
799	0.1228118393
800	0.1226069342
801	0.1225602492
802	0.1224369643
803	0.1222231163
804	0.1220340189
805	0.1218916515
806	0.1217503458
807	0.1216381271
808	0.1214561103
809	0.1214163348
810	0.121316235
811	0.1211335344
812	0.1209435193
813	0.1207465136
814	0.1206102011
815	0.120399871
816	0.1202378633
817	0.1200576008
818	0.1198942256
819	0.1197304096
820	0.1195469172
821	0.1193885353
822	0.1193085167
823	0.1192189702
824	0.1189905383
825	0.1188136047
826	0.118677913
827	0.1185010964
828	0.1183921706
829	0.1181586823
830	0.1180256898
831	0.1179499086
832	0.1177670551
833	0.1176247867
834	0.1174736203
835	0.1173284549
836	0.1171772255
837	0.1169945339
838	0.1168792113
839	0.1167250759
840	0.1165631672
841	0.1163682938
842	0.1162286435
843	0.116021957
844	0.1159095224
845	0.1157327148
846	0.1155773379
847	0.1154689609
848	0.1152804573
849	0.1150508017
850	0.1148600668
851	0.1147191749
852	0.1145085749
853	0.1143231842
854	0.1142216628
855	0.114101248
856	0.1138372061
857	0.1136685497
858	0.1135609285
859	0.1134486468
860	0.1133673686
861	0.1132267826
862	0.1130212748
863	0.1128571618
864	0.1127781418
865	0.1125898901
866	0.1123967441
867	0.1122332159
868	0.1120887253
869	0.1119319988
870	0.1118070854
871	0.1116788162
872	0.111609333
873	0.1113920392
874	0.1113131001
875	0.1112033556
876	0.1110425625
877	0.1109105596
878	0.1107226318
879	0.1106461489
880	0.1105324547
881	0.1103521923
882	0.1102104187
883	0.1101338099
884	0.1099998006
885	0.1098524759
886	0.109761409
887	0.1096182049
888	0.1094819015
889	0.1093859133
890	0.1092477205
891	0.1091294649
892	0.1089300569
893	0.1087852244
894	0.1085797796
895	0.108472968
896	0.108423251
897	0.1083655987
898	0.1083072626
899	0.1082205143
900	0.1080810529
901	0.1079856495
902	0.1077929173
903	0.1076732312
904	0.1075466444
905	0.1074116545
906	0.1072875599
907	0.1071809193
908	0.1070233381
909	0.1069428966
910	0.1067504973
911	0.1066030286
912	0.106440796
913	0.1064303326
914	0.1062486757
915	0.1060706714
916	0.1059190462
917	0.1057285903
918	0.1055409144
919	0.1054226857
920	0.105339878
921	0.1051848879
922	0.105064545
923	0.104909465
924	0.1046412666
925	0.1045298756
926	0.1044704509
927	0.1043721145
928	0.1042325362
929	0.1040636818
930	0.1039203968
931	0.1038190914
932	0.1037332517
933	0.1036558151
934	0.1034840098
935	0.1033451332
936	0.1032443856
937	0.1031181947
938	0.1029164116
939	0.1027998115
940	0.1026655503
941	0.1025155265
942	0.1023423177
943	0.1022086503
944	0.1021136968
945	0.1019581669
946	0.1017790021
947	0.1016343315
948	0.1015177853
949	0.1012541483
950	0.101090935
951	0.1009690447
952	0.1008445812
953	0.1007379136
954	0.1005538365
955	0.1004144741
956	0.1002825701
957	0.1002159479
958	0.09998433995
959	0.09985556692
960	0.09972237641
961	0.09967302826
962	0.09957479981
963	0.09947668831
964	0.09938539649
965	0.09925138725
966	0.0991344272
967	0.09899380522
968	0.09882580559
969	0.0986837531
970	0.09849558236
971	0.0983836336
972	0.09820095998
973	0.09805397717
974	0.09796052609
975	0.09778924258
976	0.09767393796
977	0.09754985234
978	0.09740423706
979	0.09721368214
980	0.09712805838
981	0.0970486515
982	0.09693606395
983	0.09687731401
984	0.09671751058
985	0.09652357281
986	0.09639219968
987	0.09626860888
988	0.09618199546
989	0.09595178208
990	0.0958597975
991	0.09579876234
992	0.09568329577
993	0.09552193588
994	0.09539698655
995	0.09528259961
996	0.09519893718
997	0.09506700624
998	0.09483649596
999	0.0947640437
